id,query,category,mode,recall_at_5,recall_at_10,precision_at_5,precision_at_10,mrr,hit_rate_at_5,hit_rate_at_10,required_citation_coverage,forbidden_citation_violation,forbidden_citation_labels,citation_order_violation,citation_order_labels,first_required_rank,average_rank_of_first_required_citation,document_count,graph_expanded_chunks,graph_hit_ratio,direct_vector_hit_ratio,average_graph_depth,top1_citation,top3_citations,top10_citations,top10_chunk_ids
extra_employee_unlawful_vs_structural_change,So sánh trách nhiệm khi người lao động đơn phương chấm dứt hợp đồng trái luật với trường hợp công ty thay đổi cơ cấu phải trợ cấp?,comparison_qa,vector_only,0.6666666666666666,0.6666666666666666,1.0,0.7,1.0,True,True,0.6666666666666666,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1","Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 3 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6","Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 3 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 2, các điểm a, b || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 3 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 3 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 2 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 2",45_2019_QH14_Dieu_40_Khoan_1 || 45_2019_QH14_Dieu_40_Khoan_3 || 45_2019_QH14_Dieu_42_Khoan_6 || 45_2019_QH14_Dieu_42_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_42_Khoan_2_Diem_a_b || 45_2019_QH14_Dieu_42_Khoan_3 || 45_2019_QH14_Dieu_41_Khoan_3 || 45_2019_QH14_Dieu_41_Khoan_1 || 45_2019_QH14_Dieu_41_Khoan_2 || 45_2019_QH14_Dieu_40_Khoan_2
extra_minor_worker_multihop_guidance,Người chưa đủ 15 tuổi được làm việc theo Bộ luật Lao động và thông tư nào hướng dẫn điều kiện?,multi_hop_qa,vector_only,0.5,0.5,0.2,0.3,0.3333333333333333,True,True,0.5,False,,False,,3,3.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 3 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 3 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 1 || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 2, các điểm a, b, c, d, đ || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 3 || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 1, các điểm a, b, c, d, đ, e, g, h || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 4 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 1, các điểm a, b, c, d",45_2019_QH14_Dieu_143_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_3 || 45_2019_QH14_Dieu_145_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_4 || 45_2019_QH14_Dieu_143_Khoan_1 || 45_2019_QH14_Dieu_147_Khoan_2_Diem_a_b_c_d_dd || 45_2019_QH14_Dieu_147_Khoan_3 || 45_2019_QH14_Dieu_147_Khoan_1_Diem_a_b_c_d_dd_e_g_h || 45_2019_QH14_Dieu_145_Khoan_4 || 45_2019_QH14_Dieu_145_Khoan_1_Diem_a_b_c_d
extra_retirement_multihop_guidance,Tuổi nghỉ hưu theo BLLĐ Điều 169 được Nghị định 135 hướng dẫn thế nào?,multi_hop_qa,vector_only,0.5,0.5,1.0,0.5,1.0,True,True,0.5,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1","Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 4 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 5","Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 4 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 5 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 3",45_2019_QH14_Dieu_169_Khoan_1 || 45_2019_QH14_Dieu_169_Khoan_4 || 45_2019_QH14_Dieu_169_Khoan_5 || 45_2019_QH14_Dieu_169_Khoan_2 || 45_2019_QH14_Dieu_169_Khoan_3
extra_overtime_exception,Trường hợp nào được làm thêm giờ và giới hạn làm thêm theo tháng là bao nhiêu?,exception_based_qa,vector_only,1.0,1.0,0.4,0.2,1.0,True,True,1.0,False,,False,,1,1.0,2,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 1","Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 55 (Tiền lương làm thêm giờ) || Bộ luật Lao động 2019, Điều 105 (Thời giờ làm việc bình thường), khoản 1","Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 55 (Tiền lương làm thêm giờ) || Bộ luật Lao động 2019, Điều 105 (Thời giờ làm việc bình thường), khoản 1 || Bộ luật Lao động 2019, Điều 105 (Thời giờ làm việc bình thường), khoản 2 || Nghị định 145/2020/NĐ-CP, Điều 60 (Giới hạn số giờ làm thêm) || Nghị định 145/2020/NĐ-CP, Điều 66 (Cách tính ngày nghỉ hằng năm trong một số trường hợp đặc biệt), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 65 (Thời gian được coi là thời gian làm việc để tính số ngày nghỉ hằng năm của người lao động), khoản 4 || Bộ luật Lao động 2019, Điều 111 (Nghỉ hằng tuần), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 65 (Thời gian được coi là thời gian làm việc để tính số ngày nghỉ hằng năm của người lao động), khoản 6 || Bộ luật Lao động 2019, Điều 97 (Kỳ hạn trả lương), khoản 3",45_2019_QH14_Dieu_107_Khoan_1 || ND145_2020_Dieu_55_Intro || 45_2019_QH14_Dieu_105_Khoan_1 || 45_2019_QH14_Dieu_105_Khoan_2 || ND145_2020_Dieu_60_Intro || ND145_2020_Dieu_66_Khoan_1 || ND145_2020_Dieu_65_Khoan_4 || 45_2019_QH14_Dieu_111_Khoan_1 || ND145_2020_Dieu_65_Khoan_6 || 45_2019_QH14_Dieu_97_Khoan_3
extra_probation_wage,Thử việc thì tiền lương tối thiểu phải bằng bao nhiêu phần trăm lương của công việc?,scenario_based_qa,vector_only,1.0,1.0,0.2,0.1,1.0,True,True,1.0,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 26 (Tiền lương thử việc)","Bộ luật Lao động 2019, Điều 26 (Tiền lương thử việc) || Bộ luật Lao động 2019, Điều 98 (Tiền lương làm thêm giờ, làm việc vào ban đêm), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 90 (Tiền lương), khoản 2","Bộ luật Lao động 2019, Điều 26 (Tiền lương thử việc) || Bộ luật Lao động 2019, Điều 98 (Tiền lương làm thêm giờ, làm việc vào ban đêm), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 90 (Tiền lương), khoản 2 || Bộ luật Lao động 2019, Điều 90 (Tiền lương), khoản 3 || Bộ luật Lao động 2019, Điều 97 (Kỳ hạn trả lương), khoản 3 || Bộ luật Lao động 2019, Điều 97 (Kỳ hạn trả lương), khoản 1 || Bộ luật Lao động 2019, Điều 97 (Kỳ hạn trả lương), khoản 2 || Bộ luật Lao động 2019, Điều 97 (Kỳ hạn trả lương), khoản 4 || Bộ luật Lao động 2019, Điều 101 (Tạm ứng tiền lương), khoản 2 || Bộ luật Lao động 2019, Điều 101 (Tạm ứng tiền lương), khoản 1",45_2019_QH14_Dieu_26 || 45_2019_QH14_Dieu_98_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_90_Khoan_2 || 45_2019_QH14_Dieu_90_Khoan_3 || 45_2019_QH14_Dieu_97_Khoan_3 || 45_2019_QH14_Dieu_97_Khoan_1 || 45_2019_QH14_Dieu_97_Khoan_2 || 45_2019_QH14_Dieu_97_Khoan_4 || 45_2019_QH14_Dieu_101_Khoan_2 || 45_2019_QH14_Dieu_101_Khoan_1
strict_minor_worker_14,Người 14 tuổi có được làm việc không?,direct_qa,hybrid,0.75,0.75,1.0,0.7,1.0,True,True,0.75,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 3 || Bộ luật Lao động 2019, Điều 146 (Thời giờ làm việc của người chưa thành niên), khoản 1 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 1 || Bộ luật Lao động 2019, Điều 146 (Thời giờ làm việc của người chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 3 || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 2, các điểm a, b, c, d, đ || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 1, các điểm a, b, c, d, đ, e, g, h",45_2019_QH14_Dieu_143_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_4 || 45_2019_QH14_Dieu_145_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_3 || 45_2019_QH14_Dieu_146_Khoan_1 || 45_2019_QH14_Dieu_143_Khoan_1 || 45_2019_QH14_Dieu_146_Khoan_2 || 45_2019_QH14_Dieu_147_Khoan_3 || 45_2019_QH14_Dieu_147_Khoan_2_Diem_a_b_c_d_dd || 45_2019_QH14_Dieu_147_Khoan_1_Diem_a_b_c_d_dd_e_g_h
strict_minor_worker_under_15_conditions,Người chưa đủ 15 tuổi làm việc cần điều kiện gì?,procedure_qa,hybrid,0.6666666666666666,1.0,0.4,0.5,0.3333333333333333,True,True,1.0,False,,False,,3,3.0,2,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2","Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2 || Bộ luật Lao động 2019, Điều 146 (Thời giờ làm việc của người chưa thành niên), khoản 1 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 3 || Bộ luật Lao động 2019, Điều 146 (Thời giờ làm việc của người chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 1 || Thông tư 09/2020/TT-BLĐTBXH, Điều 3 (Điều kiện sử dụng người chưa đủ 15 tuổi làm việc) || Bộ luật Lao động 2019, Điều 147 (Công việc và nơi làm việc cấm sử dụng người lao động từ đủ 15 tuổi đến chưa đủ 18 tuổi), khoản 3 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 1, các điểm a, b, c, d",45_2019_QH14_Dieu_143_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_4 || 45_2019_QH14_Dieu_145_Khoan_2 || 45_2019_QH14_Dieu_146_Khoan_1 || 45_2019_QH14_Dieu_143_Khoan_3 || 45_2019_QH14_Dieu_146_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_1 || TT09_2020_Dieu_3_Intro || 45_2019_QH14_Dieu_147_Khoan_3 || 45_2019_QH14_Dieu_145_Khoan_1_Diem_a_b_c_d
strict_retirement_age_2026_woman,Nữ nghỉ hưu năm 2026 thì bao nhiêu tuổi?,scenario_based_qa,hybrid,1.0,1.0,0.6,0.3,1.0,True,True,1.0,False,,False,,1,1.0,2,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2","Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2 || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường) || Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường)","Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2 || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường) || Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường) || Nghị định 135/2020/NĐ-CP, PHỤ LỤC I. LỘ TRÌNH TUỔI NGHỈ HƯU TRONG ĐIỀU KIỆN LAO ĐỘNG BÌNH THƯỜNG GẮN VỚI THÁNG, NĂM SINH TƯƠNG ỨNG. Lao động nữ || Nghị định 135/2020/NĐ-CP, Điều 7 (Quy định chuyển tiếp), khoản 3, điểm a || Nghị định 135/2020/NĐ-CP, Điều 7 (Quy định chuyển tiếp), khoản 3, điểm a || Nghị định 135/2020/NĐ-CP, Điều 7 (Quy định chuyển tiếp), khoản 3, điểm b || Nghị định 135/2020/NĐ-CP, Điều 6 (Nghỉ hưu ở tuổi cao hơn tuổi nghỉ hưu trong điều kiện lao động bình thường)",45_2019_QH14_Dieu_169_Khoan_2 || ND135_2020_Dieu_4_Intro || ND135_2020_Dieu_5_Intro || ND135_2020_Phu_Luc_I_Bang_Nu_Nhom_02 || ND135_2020_Dieu_7_Khoan_3_Diem_a_Chunk_04 || ND135_2020_Dieu_7_Khoan_3_Diem_a || ND135_2020_Dieu_7_Khoan_3_Diem_b || ND135_2020_Dieu_6_Intro
strict_labor_contract_content,Hợp đồng lao động cần có những nội dung gì?,direct_qa,hybrid,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,NĐ145 Điều 17 ký quỹ,False,,0,0.0,2,0,0.0,1.0,0.0,"Nghị định 145/2020/NĐ-CP, Điều 17 (Quản lý tiền ký quỹ), khoản 2","Nghị định 145/2020/NĐ-CP, Điều 17 (Quản lý tiền ký quỹ), khoản 2 || Bộ luật Lao động 2019, Điều 22 (Phụ lục hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 22 (Phụ lục hợp đồng lao động), khoản 2","Nghị định 145/2020/NĐ-CP, Điều 17 (Quản lý tiền ký quỹ), khoản 2 || Bộ luật Lao động 2019, Điều 22 (Phụ lục hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 22 (Phụ lục hợp đồng lao động), khoản 2 || Bộ luật Lao động 2019, Điều 17 (Hành vi người sử dụng lao động không được làm khi giao kết, thực hiện hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 17 (Hành vi người sử dụng lao động không được làm khi giao kết, thực hiện hợp đồng lao động), khoản 3 || Bộ luật Lao động 2019, Điều 17 (Hành vi người sử dụng lao động không được làm khi giao kết, thực hiện hợp đồng lao động), khoản 2 || Bộ luật Lao động 2019, Điều 13 (Hợp đồng lao động), khoản 2 || Nghị định 145/2020/NĐ-CP, Điều 22 (Thâm quyền cấp, gia hạn, cấp lại, thu hồi giấy phép) || Bộ luật Lao động 2019, Điều 14 (Hình thức hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 13 (Hợp đồng lao động), khoản 1",ND145_2020_Dieu_17_Khoan_2 || 45_2019_QH14_Dieu_22_Khoan_1 || 45_2019_QH14_Dieu_22_Khoan_2 || 45_2019_QH14_Dieu_17_Khoan_1 || 45_2019_QH14_Dieu_17_Khoan_3 || 45_2019_QH14_Dieu_17_Khoan_2 || 45_2019_QH14_Dieu_13_Khoan_2 || ND145_2020_Dieu_22 || 45_2019_QH14_Dieu_14_Khoan_1 || 45_2019_QH14_Dieu_13_Khoan_1
strict_dismissal_dispute_mediation_before_lawsuit,Tranh chấp sa thải có cần hòa giải trước khi kiện không?,procedure_qa,hybrid,0.3333333333333333,0.3333333333333333,0.4,0.2,0.3333333333333333,True,True,0.3333333333333333,False,,False,,3,3.0,2,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 124 (Hình thức xử lý kỷ luật lao động), khoản 4","Bộ luật Lao động 2019, Điều 124 (Hình thức xử lý kỷ luật lao động), khoản 4 || Bộ luật Lao động 2019, Điều 125 (Áp dụng hình thức xử lý kỷ luật sa thải) || Bộ luật Lao động 2019, Điều 190 (Thời hiệu yêu cầu giải quyết tranh chấp lao động cá nhân), khoản 2","Bộ luật Lao động 2019, Điều 124 (Hình thức xử lý kỷ luật lao động), khoản 4 || Bộ luật Lao động 2019, Điều 125 (Áp dụng hình thức xử lý kỷ luật sa thải) || Bộ luật Lao động 2019, Điều 190 (Thời hiệu yêu cầu giải quyết tranh chấp lao động cá nhân), khoản 2 || Bộ luật Lao động 2019, Điều 190 (Thời hiệu yêu cầu giải quyết tranh chấp lao động cá nhân), khoản 1 || Bộ luật Lao động 2019, Điều 124 (Hình thức xử lý kỷ luật lao động), khoản 1 || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI",45_2019_QH14_Dieu_124_Khoan_4 || 45_2019_QH14_Dieu_125_Intro || 45_2019_QH14_Dieu_190_Khoan_2 || 45_2019_QH14_Dieu_190_Khoan_1 || 45_2019_QH14_Dieu_124_Khoan_1 || ND145_2020_Phu_Luc_I_Mau_02_PLI_Phan_01
strict_employee_unlawful_unilateral_termination,Người lao động đơn phương chấm dứt hợp đồng trái luật thì phải bồi thường gì?,scenario_based_qa,hybrid,0.6666666666666666,1.0,0.8,0.5,1.0,True,True,1.0,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 39 (Đơn phương chấm dứt hợp đồng lao động trái pháp luật)","Bộ luật Lao động 2019, Điều 39 (Đơn phương chấm dứt hợp đồng lao động trái pháp luật) || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 2 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1","Bộ luật Lao động 2019, Điều 39 (Đơn phương chấm dứt hợp đồng lao động trái pháp luật) || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 2 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 2 || Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 3 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 3 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 35 (Quyền đơn phương chấm dứt hợp đồng lao động của người lao động), khoản 1, các điểm a, b, c, d || Bộ luật Lao động 2019, Điều 129 (Bồi thường thiệt hại), khoản 2 || Bộ luật Lao động 2019, Điều 129 (Bồi thường thiệt hại), khoản 1",45_2019_QH14_Dieu_39 || 45_2019_QH14_Dieu_40_Khoan_2 || 45_2019_QH14_Dieu_40_Khoan_1 || 45_2019_QH14_Dieu_41_Khoan_2 || 45_2019_QH14_Dieu_40_Khoan_3 || 45_2019_QH14_Dieu_41_Khoan_3 || 45_2019_QH14_Dieu_41_Khoan_1 || 45_2019_QH14_Dieu_35_Khoan_1_Diem_a_b_c_d || 45_2019_QH14_Dieu_129_Khoan_2 || 45_2019_QH14_Dieu_129_Khoan_1
strict_structural_change_job_loss_allowance,Công ty thay đổi cơ cấu thì phải trả trợ cấp gì?,scenario_based_qa,hybrid,0.6666666666666666,0.6666666666666666,1.0,0.9,1.0,True,True,0.6666666666666666,False,,False,,1,1.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 5","Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 5 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 2, các điểm a, b || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6","Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 5 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 2, các điểm a, b || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 2 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 1 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 4 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 3 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 4 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 3 || Bộ luật Lao động 2019, Điều 48 (Trách nhiệm khi chấm dứt hợp đồng lao động), khoản 2",45_2019_QH14_Dieu_42_Khoan_5 || 45_2019_QH14_Dieu_42_Khoan_2_Diem_a_b || 45_2019_QH14_Dieu_42_Khoan_6 || 45_2019_QH14_Dieu_47_Khoan_2 || 45_2019_QH14_Dieu_47_Khoan_1 || 45_2019_QH14_Dieu_47_Khoan_4 || 45_2019_QH14_Dieu_47_Khoan_3 || 45_2019_QH14_Dieu_42_Khoan_4 || 45_2019_QH14_Dieu_42_Khoan_3 || 45_2019_QH14_Dieu_48_Khoan_2
