id,query,category,topic,difficulty,requires_graph,requires_normative_hierarchy,mode,recall_at_5,recall_at_10,precision_at_5,precision_at_10,mrr,hit_rate_at_5,hit_rate_at_10,required_citation_coverage,forbidden_citation_violation,forbidden_citation_labels,citation_order_violation,citation_order_labels,first_required_rank,average_rank_of_first_required_citation,document_count,graph_expanded_chunks,graph_hit_ratio,direct_vector_hit_ratio,average_graph_depth,top1_citation,top3_citations,top10_citations,top10_chunk_ids
dismissal_cases,Nguoi lao dong bi sa thai trong nhung truong hop nao?,exception_based_qa,sa thai,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 3","Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 3 || Bộ luật Lao động 2019, Điều 138 (Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của lao động nữ mang thai), khoản 1 || Bộ luật Lao động 2019, Điều 37 (Trường hợp người sử dụng lao động không được thực hiện quyền đơn phương chấm dứt hợp đồng lao động), khoản 3","Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 3 || Bộ luật Lao động 2019, Điều 138 (Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của lao động nữ mang thai), khoản 1 || Bộ luật Lao động 2019, Điều 37 (Trường hợp người sử dụng lao động không được thực hiện quyền đơn phương chấm dứt hợp đồng lao động), khoản 3 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 1 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 2 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 5 || Nghị định 145/2020/NĐ-CP, Điều 80 (Chăm sóc sức khỏe đối với lao động nữ), khoản 2 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 4 || Bộ luật Lao động 2019, Điều 138 (Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của lao động nữ mang thai), khoản 2 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 3",45_2019_QH14_Dieu_137_Khoan_3 || 45_2019_QH14_Dieu_138_Khoan_1 || 45_2019_QH14_Dieu_37_Khoan_3 || 45_2019_QH14_Dieu_139_Khoan_1 || 45_2019_QH14_Dieu_139_Khoan_2 || 45_2019_QH14_Dieu_139_Khoan_5 || ND145_2020_Dieu_80_Khoan_2 || 45_2019_QH14_Dieu_139_Khoan_4 || 45_2019_QH14_Dieu_138_Khoan_2 || 45_2019_QH14_Dieu_139_Khoan_3
prohibited_discipline,Cong ty co duoc phat tien hoac cat luong thay cho ky luat lao dong khong?,exception_based_qa,ky luat lao dong,easy,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 3 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 4 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 5 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 6 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 7 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 8",ND145_2020_Phu_Luc_I_Mau_12_PLI_Phan_01 || ND145_2020_Phu_Luc_I_Mau_02_PLI_Phan_01 || 45_2019_QH14_Dieu_154_Khoan_1 || 45_2019_QH14_Dieu_154_Khoan_2 || 45_2019_QH14_Dieu_154_Khoan_3 || 45_2019_QH14_Dieu_154_Khoan_4 || 45_2019_QH14_Dieu_154_Khoan_5 || 45_2019_QH14_Dieu_154_Khoan_6 || 45_2019_QH14_Dieu_154_Khoan_7 || 45_2019_QH14_Dieu_154_Khoan_8
temporary_suspension,Tam dinh chi cong viec de xu ly ky luat duoc quy dinh the nao?,procedure_qa,ky luat lao dong,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,3,0,0.0,1.0,0.0,"Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 2 || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 3 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 2 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 3 || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I",ND145_2020_Phu_Luc_I_Mau_12_PLI_Phan_01 || ND145_2020_Phu_Luc_I_Mau_02_PLI_Phan_01 || TT09_2020_Phu_Luc_I_Nhom_08 || 45_2019_QH14_Dieu_152_Khoan_1 || 45_2019_QH14_Dieu_152_Khoan_2 || 45_2019_QH14_Dieu_152_Khoan_3 || 45_2019_QH14_Dieu_150_Khoan_1 || 45_2019_QH14_Dieu_150_Khoan_2 || 45_2019_QH14_Dieu_150_Khoan_3 || TT09_2020_Phu_Luc_I_Nhom_05
material_liability,Nguoi lao dong lam hu hong dung cu thiet bi thi boi thuong theo dieu nao?,scenario_based_qa,ky luat lao dong,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,1,0,0.0,1.0,0.0,"Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 05/PLIH || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI","Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN || Nghị định 145/2020/NĐ-CP, Mẫu số 05/PLIH || Nghị định 145/2020/NĐ-CP, Mẫu số 02/PLI || Nghị định 145/2020/NĐ-CP, Mẫu số 06/PLII || Nghị định 145/2020/NĐ-CP, Điều 92 (Tiêu chuẩn hòa giải viên lao động), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 92 (Tiêu chuẩn hòa giải viên lao động), khoản 2 || Nghị định 145/2020/NĐ-CP, Điều 92 (Tiêu chuẩn hòa giải viên lao động), khoản 3 || Nghị định 145/2020/NĐ-CP, Điều 98 (Tiêu chuẩn, điều kiện trọng tài viên lao động), khoản 1 || Nghị định 145/2020/NĐ-CP, Điều 98 (Tiêu chuẩn, điều kiện trọng tài viên lao động), khoản 2 || Nghị định 145/2020/NĐ-CP, Điều 98 (Tiêu chuẩn, điều kiện trọng tài viên lao động), khoản 3",ND145_2020_Phu_Luc_I_Mau_12_PLI_Phan_01 || ND145_2020_Phu_Luc_I_Mau_05_PLI_Phan_01 || ND145_2020_Phu_Luc_I_Mau_02_PLI_Phan_01 || ND145_2020_Phu_Luc_II_Mau_06_PLII_Phan_01 || ND145_2020_Dieu_92_Khoan_1 || ND145_2020_Dieu_92_Khoan_2 || ND145_2020_Dieu_92_Khoan_3 || ND145_2020_Dieu_98_Khoan_1 || ND145_2020_Dieu_98_Khoan_2 || ND145_2020_Dieu_98_Khoan_3
minor_worker_definition,Lao dong chua thanh nien la nguoi lao dong duoi bao nhieu tuoi?,definition_qa,lao dong chua thanh nien,easy,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 3 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 4 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 5 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 6 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 7 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 8 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 9",TT09_2020_Phu_Luc_I_Nhom_08 || 45_2019_QH14_Dieu_154_Khoan_1 || 45_2019_QH14_Dieu_154_Khoan_2 || 45_2019_QH14_Dieu_154_Khoan_3 || 45_2019_QH14_Dieu_154_Khoan_4 || 45_2019_QH14_Dieu_154_Khoan_5 || 45_2019_QH14_Dieu_154_Khoan_6 || 45_2019_QH14_Dieu_154_Khoan_7 || 45_2019_QH14_Dieu_154_Khoan_8 || 45_2019_QH14_Dieu_154_Khoan_9
minor_worker_14,Nguoi 14 tuoi co duoc lam viec khong?,direct_qa,nguoi chua du 15 tuoi,hard,True,True,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Điều 2 (Đối tượng áp dụng), khoản 2 || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Điều 2 (Đối tượng áp dụng), khoản 2 || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục II || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 2 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 3",TT09_2020_Phu_Luc_I_Nhom_08 || TT09_2020_Dieu_2_Khoan_2 || TT09_2020_Phu_Luc_I_Nhom_09 || TT09_2020_Phu_Luc_I_Nhom_04 || TT09_2020_Phu_Luc_I_Nhom_05 || TT09_2020_Phu_Luc_II_Nhom_02 || TT09_2020_Phu_Luc_I_Nhom_06 || 45_2019_QH14_Dieu_150_Khoan_1 || 45_2019_QH14_Dieu_150_Khoan_2 || 45_2019_QH14_Dieu_150_Khoan_3
under15_conditions,Nguoi chua du 15 tuoi lam viec can dieu kien gi?,procedure_qa,nguoi chua du 15 tuoi,hard,True,True,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục II || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục III || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 2",TT09_2020_Phu_Luc_I_Nhom_08 || TT09_2020_Phu_Luc_I_Nhom_09 || TT09_2020_Phu_Luc_I_Nhom_05 || TT09_2020_Phu_Luc_I_Nhom_04 || TT09_2020_Phu_Luc_II_Nhom_01 || TT09_2020_Phu_Luc_III_Nhom_01 || TT09_2020_Phu_Luc_I_Nhom_06 || TT09_2020_Phu_Luc_I_Nhom_07 || 45_2019_QH14_Dieu_150_Khoan_1 || 45_2019_QH14_Dieu_150_Khoan_2
under15_working_time,Thoi gio lam viec cua nguoi chua du 15 tuoi bi gioi han the nao?,direct_qa,nguoi chua du 15 tuoi,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,2,0,0.0,1.0,0.0,"Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục II || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 2 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 3",TT09_2020_Phu_Luc_I_Nhom_08 || TT09_2020_Phu_Luc_I_Nhom_05 || TT09_2020_Phu_Luc_I_Nhom_09 || TT09_2020_Phu_Luc_I_Nhom_04 || TT09_2020_Phu_Luc_II_Nhom_01 || TT09_2020_Phu_Luc_I_Nhom_06 || TT09_2020_Phu_Luc_I_Nhom_07 || 45_2019_QH14_Dieu_150_Khoan_1 || 45_2019_QH14_Dieu_150_Khoan_2 || 45_2019_QH14_Dieu_150_Khoan_3
minor_prohibited_jobs,Nguoi chua thanh nien khong duoc lam nhung cong viec nao?,exception_based_qa,lao dong chua thanh nien,hard,True,True,vector_only,0.5,0.5,1.0,0.5,1.0,True,True,0.5,False,,False,,1,1.0,2,0,0.0,1.0,0.0,"Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I","Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 2 || Bộ luật Lao động 2019, Điều 150 (Người lao động Việt Nam đi làm việc ở nước ngoài, lao động cho các tổ chức, cá nhân nước ngoài tại Việt Nam), khoản 3 || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 1 || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 2",TT09_2020_Phu_Luc_I_Nhom_08 || TT09_2020_Phu_Luc_I_Nhom_05 || TT09_2020_Phu_Luc_I_Nhom_09 || TT09_2020_Phu_Luc_I_Nhom_04 || TT09_2020_Phu_Luc_I_Nhom_06 || 45_2019_QH14_Dieu_150_Khoan_1 || 45_2019_QH14_Dieu_150_Khoan_2 || 45_2019_QH14_Dieu_150_Khoan_3 || 45_2019_QH14_Dieu_152_Khoan_1 || 45_2019_QH14_Dieu_152_Khoan_2
female_maternity_protection,Cong ty co duoc sa thai hoac don phuong cham dut hop dong voi lao dong nu mang thai khong?,exception_based_qa,lao dong nu,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 2","Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 2 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 1 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 3","Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 2 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 1 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 3 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 4 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 3 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 4 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 5 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 6",45_2019_QH14_Dieu_156_Khoan_2 || 45_2019_QH14_Dieu_156_Khoan_1 || 45_2019_QH14_Dieu_156_Khoan_3 || 45_2019_QH14_Dieu_156_Khoan_4 || 45_2019_QH14_Dieu_154_Khoan_1 || 45_2019_QH14_Dieu_154_Khoan_2 || 45_2019_QH14_Dieu_154_Khoan_3 || 45_2019_QH14_Dieu_154_Khoan_4 || 45_2019_QH14_Dieu_154_Khoan_5 || 45_2019_QH14_Dieu_154_Khoan_6
pregnant_worker_resignation,Lao dong nu mang thai co quyen don phuong cham dut hoac tam hoan hop dong khi cong viec anh huong thai nhi khong?,exception_based_qa,lao dong nu,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1","Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 3","Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 1 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 2 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 3 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 4 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 5 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 6 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 7 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 8 || Bộ luật Lao động 2019, Điều 154 (Người lao động nước ngoài làm việc tại Việt Nam không thuộc diện cấp giấy phép lao động), khoản 9 || Bộ luật Lao động 2019, Điều 152 (Điều kiện tuyển dụng, sử dụng người lao động nước ngoài làm việc tại Việt Nam), khoản 1",45_2019_QH14_Dieu_154_Khoan_1 || 45_2019_QH14_Dieu_154_Khoan_2 || 45_2019_QH14_Dieu_154_Khoan_3 || 45_2019_QH14_Dieu_154_Khoan_4 || 45_2019_QH14_Dieu_154_Khoan_5 || 45_2019_QH14_Dieu_154_Khoan_6 || 45_2019_QH14_Dieu_154_Khoan_7 || 45_2019_QH14_Dieu_154_Khoan_8 || 45_2019_QH14_Dieu_154_Khoan_9 || 45_2019_QH14_Dieu_152_Khoan_1
maternity_leave,Lao dong nu sinh con duoc nghi thai san bao lau theo Bo luat Lao dong?,direct_qa,lao dong nu,medium,False,False,vector_only,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,,False,,0,0.0,1,0,0.0,1.0,0.0,"Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 12","Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 12 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 2","Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 12 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 1 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 2 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 3 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 5 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 4 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 6 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 7 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 2 || Bộ luật Lao động 2019, Điều 156 (Các trường hợp giấy phép lao động hết hiệu lực), khoản 1",45_2019_QH14_Dieu_34_Khoan_12 || 45_2019_QH14_Dieu_34_Khoan_1 || 45_2019_QH14_Dieu_34_Khoan_2 || 45_2019_QH14_Dieu_34_Khoan_3 || 45_2019_QH14_Dieu_34_Khoan_5 || 45_2019_QH14_Dieu_34_Khoan_4 || 45_2019_QH14_Dieu_34_Khoan_6 || 45_2019_QH14_Dieu_34_Khoan_7 || 45_2019_QH14_Dieu_156_Khoan_2 || 45_2019_QH14_Dieu_156_Khoan_1
