mode,id,query,category,topic,recall_at_10,required_citation_coverage,forbidden_citation_violation,retrieval_passed,missing_required_citations,forbidden_citation_violations,top10_citations,top10_chunk_ids
hybrid_only,maternity_leave,Lao dong nu sinh con duoc nghi thai san bao lau theo Bo luat Lao dong?,direct_qa,lao dong nu,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 1 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 4 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 2 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 3 || Bộ luật Lao động 2019, Điều 139 (Nghỉ thai sản), khoản 5 || Bộ luật Lao động 2019, Điều 140 (Bảo đảm việc làm cho lao động nghỉ thai sản) || Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 1, các điểm a, b || Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 3 || Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 2 || Bộ luật Lao động 2019, Điều 137 (Bảo vệ thai sản), khoản 4",45_2019_QH14_Dieu_139_Khoan_1 || 45_2019_QH14_Dieu_139_Khoan_4 || 45_2019_QH14_Dieu_139_Khoan_2 || 45_2019_QH14_Dieu_139_Khoan_3 || 45_2019_QH14_Dieu_139_Khoan_5 || 45_2019_QH14_Dieu_140 || 45_2019_QH14_Dieu_137_Khoan_1_Diem_a_b || 45_2019_QH14_Dieu_137_Khoan_3 || 45_2019_QH14_Dieu_137_Khoan_2 || 45_2019_QH14_Dieu_137_Khoan_4
hybrid_only,retirement_age_general,Tuoi nghi huu trong dieu kien lao dong binh thuong duoc xac dinh theo quy dinh nao?,document_guidance_qa,tuoi nghi huu,0.0,0.0,False,False,BLLD Dieu 169 | ND135 Dieu 4,,"Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 2 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 4 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 7, các điểm a, b",45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_32_Intro || 45_2019_QH14_Dieu_188_Khoan_2 || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_4 || 45_2019_QH14_Dieu_188_Khoan_7_Diem_a_b
hybrid_only,retirement_female_2026,Nu nghi huu nam 2026 thi bao nhieu tuoi va can cu van ban nao?,calculation_or_table_lookup,tuoi nghi huu,1.0,1.0,False,True,,,"Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2 || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 2 || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường) || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 3 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 4 || Nghị định 135/2020/NĐ-CP, PHỤ LỤC I. LỘ TRÌNH TUỔI NGHỈ HƯU TRONG ĐIỀU KIỆN LAO ĐỘNG BÌNH THƯỜNG GẮN VỚI THÁNG, NĂM SINH TƯƠNG ỨNG. Lao động nữ || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 5 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 10",ND135_2020_Dieu_4_Khoan_1 || 45_2019_QH14_Dieu_169_Khoan_2 || ND135_2020_Dieu_4_Khoan_2 || ND135_2020_Dieu_4_Intro || 45_2019_QH14_Dieu_169_Khoan_1 || 45_2019_QH14_Dieu_169_Khoan_3 || 45_2019_QH14_Dieu_169_Khoan_4 || ND135_2020_Phu_Luc_I_Bang_Nu_Nhom_02 || 45_2019_QH14_Dieu_169_Khoan_5 || 45_2019_QH14_Dieu_34_Khoan_10
hybrid_only,retirement_hazardous_work,Nguoi lao dong lam nghe nang nhoc doc hai co the nghi huu som theo can cu nao?,scenario_based_qa,tuoi nghi huu,1.0,1.0,False,True,,,"Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 1, các điểm a, b, c || Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 1, điểm d || Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 2 || Nghị định 135/2020/NĐ-CP, Điều 5 (Nghỉ hưu ở tuổi thấp hơn tuổi nghỉ hưu trong điều kiện lao động bình thường) || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 3 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 5 || Bộ luật Lao động 2019, Điều 34 (Các trường hợp chấm dứt hợp đồng lao động), khoản 10 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 4 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2",ND135_2020_Dieu_5_Khoan_1_Diem_a_b_c || ND135_2020_Dieu_5_Khoan_1_Diem_d || ND135_2020_Dieu_5_Khoan_2 || ND135_2020_Dieu_5_Intro || 45_2019_QH14_Dieu_169_Khoan_3 || 45_2019_QH14_Dieu_169_Khoan_5 || 45_2019_QH14_Dieu_34_Khoan_10 || 45_2019_QH14_Dieu_169_Khoan_1 || 45_2019_QH14_Dieu_169_Khoan_4 || 45_2019_QH14_Dieu_169_Khoan_2
hybrid_only,labor_dispute_mediation,Tranh chap lao dong ca nhan co bat buoc hoa giai truoc khi yeu cau Toa an khong?,procedure_qa,tranh chap lao dong,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 2 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 4 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 7, các điểm a, b",45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_32_Intro || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_2 || 45_2019_QH14_Dieu_188_Khoan_4 || 45_2019_QH14_Dieu_188_Khoan_7_Diem_a_b
hybrid_only,dismissal_dispute_court,Tranh chap sa thai co can hoa giai truoc khi kien va Toa an co tham quyen khong?,multi_hop_qa,hoa giai truoc khi kien,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của), khoản 1, các điểm a, b, c, d, đ || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 35 (Thẩm quyền của Tòa án nhân dân cấp huyện), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 4 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 2",45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_32_Khoan_1_Diem_a_b_c_d_dd || BLTTDS_2015_Dieu_32_Intro || BLTTDS_2015_Dieu_35_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_4 || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_2
hybrid_only,labor_dispute_limitation,Thoi hieu yeu cau giai quyet tranh chap lao dong ca nhan la bao lau?,direct_qa,tranh chap lao dong,0.0,0.0,False,False,BLLD Dieu 190,,"Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 2 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 4 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 7, các điểm a, b",45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_32_Intro || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_2 || 45_2019_QH14_Dieu_188_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_4 || 45_2019_QH14_Dieu_188_Khoan_7_Diem_a_b
hybrid_only,court_jurisdiction_labor,Nhung tranh chap lao dong nao thuoc tham quyen giai quyet cua Toa an theo BLTTDS?,document_guidance_qa,tham quyen cua Toa an theo BLTTDS,1.0,1.0,False,True,,,"Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 35 (Thẩm quyền của Tòa án nhân dân cấp huyện), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3",BLTTDS_2015_Dieu_32_Intro || 45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_35_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_3
hybrid_only,compare_unlawful_vs_structural,So sanh trach nhiem khi nguoi lao dong don phuong cham dut hop dong trai luat voi truong hop cong ty thay doi co cau phai tro cap.,comparison_qa,so sanh trach nhiem cham dut,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 40 (Nghĩa vụ của người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 5 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 2, các điểm a, b || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 4 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 1 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 2 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 3 || Bộ luật Lao động 2019, Điều 41 (Nghĩa vụ của người sử dụng lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật), khoản 1",45_2019_QH14_Dieu_40_Khoan_1 || 45_2019_QH14_Dieu_42_Khoan_5 || 45_2019_QH14_Dieu_42_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_42_Khoan_2_Diem_a_b || 45_2019_QH14_Dieu_42_Khoan_6 || 45_2019_QH14_Dieu_47_Khoan_4 || 45_2019_QH14_Dieu_47_Khoan_1 || 45_2019_QH14_Dieu_47_Khoan_2 || 45_2019_QH14_Dieu_47_Khoan_3 || 45_2019_QH14_Dieu_41_Khoan_1
hybrid_only,compare_overtime_conditions_vs_pay,Phan biet dieu kien lam them gio voi tien luong lam them gio.,comparison_qa,lam them gio,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 1 || Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 2, các điểm a, b, c || Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 3, các điểm a, b, c, d, đ || Bộ luật Lao động 2019, Điều 107 (Làm thêm giờ), khoản 4 || Bộ luật Lao động 2019, Điều 98 (Tiền lương làm thêm giờ, làm việc vào ban đêm), khoản 1, các điểm a, b, c || Nghị định 145/2020/NĐ-CP, Điều 55 (Tiền lương làm thêm giờ), khoản 1, điểm a || Bộ luật Lao động 2019, Điều 102 (Khấu trừ tiền lương), khoản 1 || Bộ luật Lao động 2019, Điều 102 (Khấu trừ tiền lương), khoản 2 || Bộ luật Lao động 2019, Điều 102 (Khấu trừ tiền lương), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e",45_2019_QH14_Dieu_107_Khoan_1 || 45_2019_QH14_Dieu_107_Khoan_2_Diem_a_b_c || 45_2019_QH14_Dieu_107_Khoan_3_Diem_a_b_c_d_dd || 45_2019_QH14_Dieu_107_Khoan_4 || 45_2019_QH14_Dieu_98_Khoan_1_Diem_a_b_c || ND145_2020_Dieu_55_Khoan_1_Diem_a || 45_2019_QH14_Dieu_102_Khoan_1 || 45_2019_QH14_Dieu_102_Khoan_2 || 45_2019_QH14_Dieu_102_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e
hybrid_only,guidance_minor_worker,Nguoi 14 tuoi duoc lam viec trong dieu kien nao va van ban nao huong dan chi tiet?,document_guidance_qa,nguoi chua du 15 tuoi,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 2 || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 4 || Bộ luật Lao động 2019, Điều 146 (Thời giờ làm việc của người chưa thành niên), khoản 1 || Bộ luật Lao động 2019, Điều 145 (Sử dụng người chưa đủ 15 tuổi làm việc), khoản 2 || Thông tư 09/2020/TT-BLĐTBXH, Điều 3 (Điều kiện sử dụng người chưa đủ 15 tuổi làm việc) || Thông tư 09/2020/TT-BLĐTBXH, Phụ lục I || Bộ luật Lao động 2019, Điều 143 (Lao động chưa thành niên), khoản 3",45_2019_QH14_Dieu_143_Khoan_2 || 45_2019_QH14_Dieu_143_Khoan_4 || 45_2019_QH14_Dieu_146_Khoan_1 || 45_2019_QH14_Dieu_145_Khoan_2 || TT09_2020_Dieu_3_Intro || TT09_2020_Phu_Luc_I_Nhom_08 || 45_2019_QH14_Dieu_143_Khoan_3
hybrid_only,guidance_contract_content,Hop dong lao dong can noi dung gi va thong tu nao huong dan chi tiet?,document_guidance_qa,noi dung hop dong lao dong,1.0,1.0,False,True,,,"Bộ luật Lao động 2019, Điều 21 (Nội dung hợp đồng lao động), khoản 1, các điểm a, b, c, d, đ, e, g, h, i, k || Thông tư 10/2020/TT-BLĐTBXH, Điều 3 (Nội dung chủ yếu của hợp đồng lao động) || Thông tư 10/2020/TT-BLĐTBXH, Điều 3 (Nội dung chủ yếu của hợp đồng lao động), khoản 1, điểm a || Thông tư 10/2020/TT-BLĐTBXH, Điều 3 (Nội dung chủ yếu của hợp đồng lao động), khoản 1, các điểm b, c || Thông tư 10/2020/TT-BLĐTBXH, Điều 3 (Nội dung chủ yếu của hợp đồng lao động), khoản 2, các điểm a, b, c",45_2019_QH14_Dieu_21_Khoan_1_Diem_a_b_c_d_dd_e_g_h_i_k || TT10_2020_Dieu_3_Intro || TT10_2020_Dieu_3_Khoan_1_Diem_a || TT10_2020_Dieu_3_Khoan_1_Diem_b_c || TT10_2020_Dieu_3_Khoan_2_Diem_a_b_c
hybrid_only,guidance_retirement_2026,Nu nghi huu nam 2026 thi can cu luat va nghi dinh nao?,document_guidance_qa,tuoi nghi huu,1.0,1.0,False,True,,,"Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường) || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 1 || Nghị định 135/2020/NĐ-CP, Điều 4 (Tuổi nghỉ hưu trong điều kiện lao động bình thường), khoản 2 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 1 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 2 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 3 || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 4 || Nghị định 135/2020/NĐ-CP, PHỤ LỤC I. LỘ TRÌNH TUỔI NGHỈ HƯU TRONG ĐIỀU KIỆN LAO ĐỘNG BÌNH THƯỜNG GẮN VỚI THÁNG, NĂM SINH TƯƠNG ỨNG. Lao động nữ || Bộ luật Lao động 2019, Điều 169 (Tuổi nghỉ hưu), khoản 5 || Nghị định 145/2020/NĐ-CP, Mẫu số 12/PLIN",ND135_2020_Dieu_4_Intro || ND135_2020_Dieu_4_Khoan_1 || ND135_2020_Dieu_4_Khoan_2 || 45_2019_QH14_Dieu_169_Khoan_1 || 45_2019_QH14_Dieu_169_Khoan_2 || 45_2019_QH14_Dieu_169_Khoan_3 || 45_2019_QH14_Dieu_169_Khoan_4 || ND135_2020_Phu_Luc_I_Bang_Nu_Nhom_02 || 45_2019_QH14_Dieu_169_Khoan_5 || ND145_2020_Phu_Luc_I_Mau_12_PLI_Phan_01
hybrid_only,guidance_structural_allowance,Cong ty thay doi co cau phai tra tro cap gi va cach tinh theo van ban nao?,document_guidance_qa,thay doi co cau cong nghe,0.6666666666666666,0.6666666666666666,False,False,ND145 Dieu 8,,"Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 5 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 2, các điểm a, b || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 6 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 2 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 1 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 3 || Bộ luật Lao động 2019, Điều 47 (Trợ cấp mất việc làm), khoản 4 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 4 || Bộ luật Lao động 2019, Điều 42 (Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế), khoản 3",45_2019_QH14_Dieu_42_Khoan_5 || 45_2019_QH14_Dieu_42_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_42_Khoan_2_Diem_a_b || 45_2019_QH14_Dieu_42_Khoan_6 || 45_2019_QH14_Dieu_47_Khoan_2 || 45_2019_QH14_Dieu_47_Khoan_1 || 45_2019_QH14_Dieu_47_Khoan_3 || 45_2019_QH14_Dieu_47_Khoan_4 || 45_2019_QH14_Dieu_42_Khoan_4 || 45_2019_QH14_Dieu_42_Khoan_3
hybrid_only,guidance_dismissal_dispute,Tranh chap sa thai co can hoa giai truoc khi kien khong va Toa an co tham quyen khong?,document_guidance_qa,hoa giai truoc khi kien,0.6666666666666666,0.6666666666666666,False,False,BLLD Dieu 190,,"Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 1, các điểm a, b, c, d, đ, e || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của), khoản 1, các điểm a, b, c, d, đ || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 32 (Những tranh chấp về lao động thuộc thẩm quyền giải quyết của) || Bộ luật Tố tụng dân sự 2015 - phần liên quan lao động, Điều 35 (Thẩm quyền của Tòa án nhân dân cấp huyện), khoản 1, các điểm a, b, c || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 6 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 4 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 5 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 3 || Bộ luật Lao động 2019, Điều 188 (Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động), khoản 2",45_2019_QH14_Dieu_188_Khoan_1_Diem_a_b_c_d_dd_e || BLTTDS_2015_Dieu_32_Khoan_1_Diem_a_b_c_d_dd || BLTTDS_2015_Dieu_32_Intro || BLTTDS_2015_Dieu_35_Khoan_1_Diem_a_b_c || 45_2019_QH14_Dieu_188_Khoan_6 || 45_2019_QH14_Dieu_188_Khoan_4 || 45_2019_QH14_Dieu_188_Khoan_5 || 45_2019_QH14_Dieu_188_Khoan_3 || 45_2019_QH14_Dieu_188_Khoan_2
